"prompt","expected completion","source_file"
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; Where is the Specific Performance clause","The Specific Performance clause appears in Section 11.14 of the Acquisition Agreement.  

• Section 11.14 is titled “Specific Performance.”  
• It provides that, in the event of a breach or failure to perform under the Agreement, monetary damages alone would be inadequate and the parties are entitled to seek injunctive or other equitable relief (including specific performance) without proof of damages.  

(See Section 11.14.)","maud/The Michaels Companies, Inc._Apollo Global Management, LLC.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Information about the Closing Condition: Compliance with Covenants","Below is the closing‐condition on “Compliance with Covenants” as set forth in the provided context:

1. Closing Condition (Section 8.2(b))  
   • “The Company shall have performed in all material respects all obligations (subject to Section 7.2(d)) required to be performed by it under this Agreement at or prior to the Closing Date.”  
   • Citation: Acquisition Agreement, Section 8.2(b).

2. Waiver Right  
   • Parent may waive this condition, in whole or in part, to the extent permitted by applicable law.  
   • Reference: Acquisition Agreement, Section 8.2 introductory paragraph.  

No additional detail on the nature of those covenants or the content of Section 7.2(d) is provided in the excerpt.","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","The Target’s (Tiffany & Co.’s) representation and warranty of no Material Adverse Effect is set forth in Section 5.10(b) of the Acquisition Agreement.  In particular:

1. Time Period Covered  
   – “Since July 31, 2019, and through the Original Signing Date”  

2. Representation  
   – There has not been any event, change, development, circumstance, fact or effect, whether existing on or prior to July 31, 2019 or arising thereafter, that is or would reasonably be expected to be materially adverse to:  
     a. the financial condition of the Company and its Subsidiaries (taken as a whole);  
     b. the assets of the Company and its Subsidiaries (contingent or otherwise);  
     c. the liabilities of the Company and its Subsidiaries (contingent or otherwise);  
     d. the business operations of the Company and its Subsidiaries; or  
     e. the results of operations of the Company and its Subsidiaries (taken as a whole).

3. Material Adverse Effect Defined  
   – Any such event or change must, individually or in the aggregate, have had, or be reasonably expected to have, a “Material Adverse Effect” as defined elsewhere in the Agreement.

Citation: Acquisition Agreement Section 5.10(b).","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What is the Definition of ""Knowledge""","The Acquisition Agreement defines “Knowledge” (or any similar phrase) as follows (see Definition section of the Agreement):  
1. With respect to the Company (Tiffany & Co.):  
   - “Knowledge” means the knowledge of the individuals set forth in Section 1.1 of the Company Disclosure Letter.  
2. With respect to Parent (LVMH Moët Hennessy‑Louis Vuitton SE), Holding and Merger Sub:  
   - “Knowledge” means the knowledge of the individuals set forth in Section 1.1 of the Parent Disclosure Letter.  

No other or broader meaning of “Knowledge” is provided.","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Where is the No-Shop Clause","The “No‑Shop” obligation is set forth in Section 7.3(a) of the Acquisition Agreement, entitled “No Solicitation.”  
• Section 7.3(a) (No Solicitation) – prohibits the Company, its Subsidiaries, directors, officers, controlled Affiliates and other Representatives from, among other things, soliciting, initiating or encouraging any Acquisition Proposal or discussions that could lead to one, and requires the Company to terminate and return or destroy confidential information previously provided to any third party (other than Parent).  
• Related detail appears in Section 7.3(i), which specifies the actions the Company must not take (directly or indirectly) with respect to Acquisition Proposals.","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What is the Definition of ""Superior Proposal""","Below is the definition of “Superior Proposal” as set forth in the Acquisition Agreement between LVMH Moët Hennessy‑Louis Vuitton SE (“Parent”) and Tiffany & Co. (“Company”):

“Superior Proposal” means all of the following (quoted and numbered for clarity):

1.   An unsolicited, bona fide written Acquisition Proposal  
     – With all references to fifteen percent (15%) in the definition of “Acquisition Proposal” deemed to reference eighty and 1/10th percent (80.1%).  

2.   The Company Board has determined in good faith (after consultation with a financial advisor of nationally recognized reputation and outside legal counsel), taking into account all financial, legal, regulatory and other aspects of:  
     a.   The Acquisition Proposal itself, and  
     b.   This Agreement,  

3.   Such Acquisition Proposal is reasonably likely to be consummated in accordance with its terms.

4.   Such Acquisition Proposal would result in a transaction more favorable to the stockholders of the Company (solely in their capacities as such) from a financial point of view than the transaction contemplated by this Agreement (after taking into account any revisions to the terms of this Agreement proposed by Parent pursuant to Section 7.3(d)(ii)).

5.   Such Acquisition Proposal was not obtained or made as a direct or indirect result of a breach of Section 7.3.

Source: Quoted from the provided “Acquisition Proposal” and “Superior Proposal” definitions.","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What is the Definition of ""Interveining Event""","Below is the Definition of “Intervening Event” as set forth in the Acquisition Agreement between Parent (LVMH Moët Hennessy‑Louis Vuitton SE) and Target (Tiffany & Co.).  

“Intervening Event” means any event, occurrence, fact, condition, change, development, circumstance or effect or cause thereof (“Effect”) occurring or arising after the date of this Agreement that is material to the Company and its Subsidiaries, taken as a whole, and that satisfies both of the following:  

1.  Knowledge and Foreseeability  
    a.  It was not known to, or reasonably foreseeable by, the Company Board as of or prior to the execution of this Agreement (or, if known or reasonably foreseeable, its material consequences were not known or reasonably foreseeable by the Company Board), and  
    b.  It (or any material consequence thereof) becomes known to, or reasonably foreseeable by, the Company Board prior to the time the Requisite Company Vote is obtained.  

2.  Exclusions  
    The event, and any consequence thereof, must not in any way involve or relate to:  
    i.   An Acquisition Proposal;  
    ii.  Any changes in the market price or trading volume of the Company or Parent or of the major U.S. stock indexes;  
    iii. Any changes in the Company’s credit ratings;  
    iv.  The Company or Parent meeting, failing to meet or exceeding published or unpublished revenue or market‑consensus earnings projections (in and of itself); or  
    v.   Any changes or conditions generally affecting the economies or the industries in which the Company and its Subsidiaries operate—except to the extent such Effect has a materially disproportionate effect on the Company and its Subsidiaries, taken as a whole, relative to others in those industries.  

It is understood that, with respect to clauses (i) through (iv), the underlying Effect giving rise to or contributing to any such change or event may be considered when determining whether an Intervening Event has occurred, to the extent not otherwise excluded.  

Source: Acquisition Agreement, Definition of “Intervening Event.”","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Information about the Fiduciary Termination Right Triggers for termination","Below is what the Agreement (as provided) says about the Company’s “fiduciary-out” termination right.  

1.   Trigger (Section 9.3(b))  
     –  “Prior to the time the Requisite Company Vote is obtained,” the Company may terminate this Agreement  
     –  Purpose: “to enter into an Alternative Acquisition Agreement”  

2.   Conditions for valid termination  
     a.  Compliance with Section 7.3(d)(ii)  
         •  (This is the “fiduciary out” clause—i.e., the board may pursue a Superior Proposal consistent with its duties, provided it follows the procedural requirements set forth in Section 7.3(d)(ii).)  
     b.  Payment of the Company Termination Fee  
         •  Must be paid “prior to or concurrently with such termination” in accordance with Section 9.5(b)  

3.   Missing information  
     –  Full text of Section 7.3(d)(ii) (defining the board’s procedural steps when considering a Superior or Alternative Proposal)  
     –  Full text of Section 9.5(b) (detailing the amount and mechanics of the Company Termination Fee)  

Without Sections 7.3(d)(ii) and 9.5(b), we cannot state further conditions, timelines or fee amounts.","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Is there a Tail provision for acquisition proposals","Based solely on Section 9.5 of the provided context, there is a “tail” provision governing third-party acquisition proposals.  In particular:

1. Section 9.5(b) creates a 12-month “tail” following termination, during which a third-party Acquisition Proposal will trigger the Company Termination Fee if it is consummated in an Alternative Acquisition Agreement:  
   • Section 9.5(b)(i)(A) requires that a third party must have made or publicly announced an Acquisition Proposal, and  
   • Section 9.5(b)(i)(B) requires that, within twelve (12) months after termination, the Company enters into an Alternative Acquisition Agreement with respect to that proposal (with a 50% stock-ownership threshold substituted for the usual 15%).  

2. If both (A) and (B) occur, then “immediately prior to or concurrently with” the entry into the Alternative Acquisition Agreement, the Company must pay the $575 million Company Termination Fee.  

No other “tail” beyond this twelve-month post-termination period is expressly provided in Section 9.5.","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What are the Ordinary course of business covenants","Below is a summary of the “ordinary course of business” covenants as set forth in the provided excerpts from the Acquisition Agreement between Parent (LVMH) and the Company (Tiffany & Co.).  All citations refer to the numbering in your context.

1. Definition of “Ordinary Course of Business”  
   – “Ordinary Course of Business” means the conduct of the relevant business in the ordinary course, which for the Company (Tiffany) and its Subsidiaries:  
     • Includes, without limitation, the manner in which they have been operating from the Original Signing Date through the date of the Agreement.  
     • Includes any COVID-19 Measures taken by the Company or its Subsidiaries after the date of the Agreement.  
   (Definition immediately preceding Section 7.1)

2. Covenants in Section 7.1(a) – Conduct of the Company  
   From execution of the Agreement until the earlier of the Effective Time or termination under Article IX, the Company shall, and shall cause each Subsidiary to, except as expressly permitted below:  
   a. Comply in all material respects with:  
      i.   All applicable Laws; and  
      ii.  The material requirements of all Company Material Contracts; and  
   b. Conduct its business in all material respects in the Ordinary Course of Business.  
   (Section 7.1(a)(1))

3. Permitted Deviations from Ordinary Course  
   The foregoing covenant does not prohibit the Company or its Subsidiaries from taking actions that are:  
   a. Specifically set forth in Section 7.1(a)(i)–(xxiv) of the Company Disclosure Letter;  
   b. Consented to in writing by Parent (such consent not to be unreasonably conditioned, withheld, or delayed, and to be provided as set forth in Section 7.2);  
   c. Previously approved in writing by Parent under the Original Merger Agreement;  
   d. Taken in compliance with a Company Material Contract;  
   e. Specifically contemplated by the Agreement;  
   f. Required by a Governmental Entity or applicable Law; or  
   g. COVID-19 Measures.  
   (Section 7.1(a), introductory clause and clauses (A)–(C))

4. Missing Information  
   – The contents of Section 7.1(a)(i)–(xxiv) of the Company Disclosure Letter are not provided, so the specific permitted non-ordinary-course actions thereunder are unknown.  
   – Section 7.2 (governing timing and manner of Parent’s consent) is also not included.

Summary  
Under Section 7.1(a) and the defined term “Ordinary Course of Business,” Tiffany & Co. is required to maintain its historical operational practices and, except for certain narrow exceptions (including specified disclosure-letter items, Parent consent, legal requirements, COVID-19 measures, etc.), to (i) comply materially with applicable law and material contracts and (ii) conduct its business materially in the ordinary course from signing until the merger closes (or the agreement terminates).","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Where is the Specific Performance clause","The Specific Performance clause appears in Section 10.6 of the Acquisition Agreement, which is titled “Specific Performance; Remedies.”  
   
Citation:  
• Section 10.6 (“Specific Performance; Remedies”)","maud/TIFFANY_&_CO._LVMH_MOËT_HENNESSY-LOUIS_VUITTON.txt"
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; Information about the Closing Condition: Compliance with Covenants","Based solely on Section 7.02(b) of the Acquisition Agreement between Parent (“Ocala Bidco, Inc.”) and the Company (“Inovalon Holdings, Inc.”):  

1. Closing Condition – Compliance with Covenants  
    • Section 7.02(b) provides that, as a condition to Parent’s and Merger Sub’s obligation to close the Merger, all covenants and obligations that the Company is required to comply with or perform at or prior to Closing must have been complied with or performed in every material respect.  
    • If any such covenant or obligation has not been so complied with or performed, Parent and Merger Sub may waive that failure—provided such a waiver is permissible under Applicable Law and is effected in writing prior to or at Closing.  

2. Missing Information  
    • Section 7.02(b) does not specify which individual covenants or obligations are implicated; it only establishes the general material-compliance standard.  
    • No detail is provided as to the process for determining materiality or the procedure for granting any waiver beyond “written waiver … if permissible under Applicable Law.”  

Because the Agreement text beyond Section 7.02(b) isn’t provided, we cannot identify specific covenants, the materiality threshold, or detailed waiver mechanics.","maud/Inovalon_Holdings_Management_Led_Buyout.txt"
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","The Acquisition Agreement’s “no Material Adverse Effect” representation by the Target is set forth in Section 4.07.  In particular:

1. Time Period Covered  
   Between the Company Balance Sheet Date and the date of this Agreement,

2. Representation of No Material Adverse Effect (Section 4.07(i))  
   The Target represents and warrants that “a Company Material Adverse Effect has not occurred.”

3. Related Covenants (for context)  
   Also during that same period, the Agreement provides that:  
   • The business has been conducted, in all material respects, in the ordinary course (Section 4.07(ii)), and  
   • No actions have been taken that would have required Parent’s prior written consent under specified clauses of Section 6.01 (Section 4.07(iii)).

Because your question focuses solely on the “no Material Adverse Effect” representation, the key provision is Section 4.07(i): “a Company Material Adverse Effect has not occurred.”","maud/Inovalon_Holdings_Management_Led_Buyout.txt"
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; What is the Definition of ""Knowledge""","Under the Acquisition Agreement (see the definition of “Knowledge”), “Knowledge” means:  

1. With respect to the Company (Inovalon Holdings, Inc.), the actual knowledge, after reasonable inquiry, of each of:  
   • Keith R. Dunleavy, M.D.  
   • Beverly Allen  
   • Jonathan Boldt  
   • Geoff Charron  
   • Monica Keeneth  
   • Ingrid E. Olsen  

2. With respect to Parent (Ocala Bidco, Inc.) and Merger Sub, the actual knowledge, after reasonable inquiry, of each of:  
   • Fredrik Näslund  
   • Aditya Desaraju  

(See “Knowledge,” Acquisition Agreement, Section 1.1.)","maud/Inovalon_Holdings_Management_Led_Buyout.txt"
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; Where is the No-Shop Clause","The “no‑shop” obligation in the Acquisition Agreement is set forth in Section 6.02, titled “Non‑Solicitation.”  In particular:  

1. Section 6.02(a)(ii)  
   - Subsections (A) through (E) describe the Company’s agreement, from the Execution Date until termination or the Effective Time, not to solicit or facilitate Acquisition Proposals or enter into Alternative Acquisition Agreements.  

2. Section 6.02(g)  
   - States that any breach of Section 6.02 by the Company’s directors, officers, Subsidiaries or other Representatives constitutes a breach of the Agreement by the Company.  

No other “no‑shop” or similar non‑solicitation provisions appear in the provided excerpt.","maud/Inovalon_Holdings_Management_Led_Buyout.txt"
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; Is there a Tail provision for acquisition proposals","Based solely on Section 8.03(b)(i) of the Acquisition Agreement, there is a “tail” provision for Acquisition Proposals.  In particular:  

1. Triggering Event  
   • The Agreement must first be validly terminated by Parent or the Company (per Section 8.01(b), (d), or (e)).  
   • An Acquisition Proposal must have been made to the Company after signing and, if public, must still be outstanding at the earlier of (a) the Company Stockholder Meeting or (b) the termination date.  

2. Tail Period  
   • If within twelve (12) months after that termination the Company (i) enters into a definitive agreement to consummate any such Acquisition Proposal, and (ii) that Proposal is ultimately consummated (regardless of whether consummation occurs within the 12-month window), then a fee becomes payable.  

3. Amount and Timing of Fee  
   • On the date of consummation of the Acquisition Proposal, the Company must pay the “Company Termination Fee” to Parent (or its designee).  
   • For purposes of this subsection only, the minimum “Acquisition Proposal” share-ownership threshold is raised from 15% to 50%.  

Citation:  
– Acquisition Agreement, Section 8.03(b)(i).","maud/Inovalon_Holdings_Management_Led_Buyout.txt"
